Gene name,Chromosome/scaffold name,Gene start (bp)
SREBF2,22,42229109
CLTC,17,57697219
PDZD3,11,119056166
CYTL1,4,5016313
BX927168.3,HSCHR6_MHC_MANN,32768066
BX927168.2,HSCHR6_MHC_MANN,32768896
COX5A,15,75212132
BX927168.1,HSCHR6_MHC_MANN,32778165
OR7E149P,12,8589999
NSMAF,8,59496063
RP11-113C12.2,12,8613214
RNU6-275P,12,8637342
RP11-561P12.2,12,8664970
ROS1,6,117609463
CNN2,19,1026298
UBE2D2,5,138906016
EHF,11,34642640
DPYS,8,105342552
CHD9,16,53088945
MNX1,7,156786745
TNFAIP2,14,103589779
AIPL1,17,6297013
HSPA1L,HSCHR6_MHC_DBB,31759586
FLOT1,HSCHR6_MHC_SSTO,30686935
DCSTAMP,8,105351315
PKD1L2,16,81134480
HSPA1A,HSCHR6_MHC_DBB,31765431
COL24A1,1,86194916
EVI2B,17,29630784
NRM,HSCHR6_MHC_MCF,30734312
SEC24C,10,75504120
HCRTR1,1,32083287
PITRM1,10,3179920
AARSD1,17,41102543
ACADL,2,211052663
C16orf72,16,9185505
GPRIN1,5,176022803
RP11-297M9.1,16,9760742
AL137002.1,13,113755563
CCDC153,11,119060347
PDIA5,3,122785909
CAMTA1,1,6845384
ZP4,1,238045705
SNCB,5,176047085
MOCS2,5,52391509
SHISA8,22,42307297
DNPEP,2,220238268
CDK5RAP1,20,31946645
F7,13,113760105
PEF1,1,32095463
RP11-561P12.5,12,8700957
TCEAL5,X,102528619
ARHGAP24,4,86396267
HSPA1B,HSCHR6_MHC_DBB,31777702
PUS7L,12,44122410
PCNX,14,71374122
MTRNR2L11,1,238107024
E2F6,2,11584501
NR1H2,19,50832910
EIF4E1B,5,176057683
CHRM3,1,239549865
BEX2,X,102564274
PRODH2,19,36290890
CBL,11,119076752
KRT86,12,52643084
C6orf48,HSCHR6_MHC_DBB,31784575
CRYBG3,3,97540884
TCEAL7,X,102585124
F10,13,113777128
P2RY2,11,72929343
GRIN2A,16,9852376
CRYBG3,3,97595819
FMN2,1,240177648
RGS9,17,63133549
HNRNPK,9,86582998
MDC1,HSCHR6_MHC_MCF,30746071
GRB14,2,165349322
NIPAL1,4,47916159
LRP12,8,105501459
JMJD1C,10,64926981
TSPAN17,5,176074388
PTK2B,8,27168999
NPHS1,19,36316866
PROZ,13,113812968
CTD-2370N5.3,17,29632231
CXXC5,5,139026884
RPP25,15,75246757
P2RY6,11,72975550
WBP5,X,102611373
EIF5,14,103799881
AC006967.1,7,156902674
RP11-127H5.1,8,105602961
AL646016.1,1,240629183
WDR83OS,19,12778885
GREM2,1,240652873
HLA-DQB1,HSCHR6_MHC_MANN,32779140
APIP,11,34874641
CALM1,14,90862846
UBE3C,7,156931607
TNFRSF13C,22,42321045
GNL3,3,52715172
VAMP3,1,7831329
BX927168.4,HSCHR6_MHC_MANN,32849115
ZFPM2,8,106330920
MFSD11,17,74731947
HLA-DQA2,HSCHR6_MHC_MANN,32862880
MYL1,2,211154874
Y_RNA,12,8745072
GOPC,6,117639374
SCARNA11,12,8750105
RP11-438L7.3,12,8786963
RP11-20D14.3,12,8816607
CNGA1,4,47937994
NAPSA,19,50861734
SCAMP5,15,75249560
RP11-20D14.4,12,8831369
RPSAP51,12,8895024
KRT81,12,52679697
HLA-DQB2,HSCHR6_MHC_MANN,32877673
DHPS,19,12786531
CENPM,22,42334725
BCMO1,16,81272053
SRD5A1,5,6633456
DCTN4,5,150088002
EVI2A,17,29644578
ABCA7,19,1040102
PER3,1,7844380
NEU1,HSCHR6_MHC_DBB,31807625
SETD8,12,123868320
NGFRAP1,X,102631268
A2ML1-AS1,12,8928815
COBLL1,2,165510134
RP11-20D14.6,12,8940853
TAP2,HSCHR6_MHC_MANN,32943409
GAN,16,81348557
A2ML1-AS2,12,8972412
UNC5A,5,176237478
RP11-259O18.4,12,9139771
PDHX,11,34937376
SEC22A,3,122920774
HNRNPA1P34,12,9180128
ODF2L,1,86814344
RP11-436I9.3,12,9188940
LINC00612,12,9208182
RILPL2,12,123899936
COL16A1,1,32117848
RAB40A,X,102754678
A2M-AS1,12,9217773
MAP7D3,X,135295381
RP11-436I9.5,12,9280379
IRAK4,12,44152747
PCID2,13,113831891
PPP1R3G,6,5085720
PFN2,3,149682691
FST,5,52776239
AC007436.1,12,9280467
RP11-436I9.6,12,9287680
PSD2,5,139175406
RGS7,1,240931554
SNRNP35,12,123942188
TOX,8,59717977
PPCDC,15,75315896
GTPBP10,7,89964537
STK32B,4,5053169
SMIM3,5,150157508
LYRM4,6,5102827
SEPT3,22,42372276
AC010441.1,5,150157867
ARHGEF17,11,73019334
FBXW9,19,12798867
IER3,HSCHR6_MHC_SSTO,30702435
IRGM,5,150226085
MRPL35,2,86426478
TXK,4,48068410
DCBLD1,6,117774980
RMI1,9,86595626
TPT1P12,12,9308477
BX248321.1,HSCHR6_MHC_SSTO,30978726
CMIP,16,81478775
RNU7-189P,12,9362159
TCF19,HSCHR6_MHC_SSTO,31120397
PPP1R10,6,30568177
PAPD7,5,6714718
GCNT4,5,74323289
ZNF300,5,150273954
RILPL1,12,123955925
ECE2,3,183967438
C15orf39,15,75487984
GRM8,7,126078652
SLC28A3,9,86890372
RELT,11,73087309
RAB11FIP4,17,29718642
PSMB8,HSCHR6_MHC_MANN,32962293
AKIRIN2,6,88384790
ANKRD31,5,74364100
POLD1,19,50887461
FH,1,241660903
HK3,5,176307870
CLCA2,1,86889769
TCEAL4,X,102831159
FAM64A,17,6347735
SNTA1,20,31995761
AR,X,66764465
A2MP1,12,9381129
ATF7IP2,16,10420291
NRG2,5,139226364
OPTN,10,13141449
UTS2,1,7903143
REEP1,2,86441116
PTMAP4,12,9392582
GPX3,5,150400124
GOLGA6C,15,75550940
UFSP1,7,100486346
KRT83,12,52708085
LONRF2,2,100889753
C4orf6,4,5526296
GLT8D1,3,52728505
CA8,8,61099906
GOLGA6D,15,75575176
CLCA1,1,86934051
FAM168A,11,73111532
PIK3AP1,10,98353069
RP1-142L7.5,HG1304_PATCH,112475967
AL356215.1,11,35150091
RP1-142L7.9,HG1304_PATCH,112538842
KIRREL2,19,36346763
RP1-142L7.8,HG1304_PATCH,112555367
REEP3,10,65281123
HS3ST3A1,17,13399006
SLC16A3,17,80186273
TUBB,HSCHR6_MHC_MCF,30766464
KMO,1,241695434
POU5F1,HSCHR6_MHC_SSTO,31121263
LINC00987,12,9392599
AC022400.2,10,75531935
MINA,3,97660662
PTRH2,17,57751997
EMP2,16,10622279
CTDSP2,12,58213710
NOSTRIN,HSCHR2_1_CTG12,169643049
TNFRSF9,1,7979907
FUT11,10,75532049
SLC4A7,3,27414214
COX10,17,13972813
CLCA4,1,87012761
MAPK10,4,86936276
UIMC1,5,176332006
RP11-118B22.4,12,9399093
RAB2A,8,61429416
TMED2,12,124069078
MCAM,11,119179241
RP11-22B23.1,12,9429831
PLBD1,12,14656595
KRT16,17,39766030
TNPO2,19,12810008
PARK7,1,8014351
OPN3,1,241753404
EVC2,4,5544499
CBFA2T2,20,32077881
SH3GLB1,1,87170259
CTNNA3,10,67672276
NUS1,6,117996665
TEC,4,48137800
CHML,1,241792155
ADCY5,3,123001143
HERC2,HSCHR15_1_CTG4,28356186
SHC1,1,154934774
FARS2,6,5261277
APLP1,19,36358801
SLC35F1,6,118228689
NTRK2,9,87283466
HMGCR,5,74632154
CLDN12,7,90013035
MGAT5B,17,74864538
SPC25,HSCHR2_1_CTG12,169690642
ACHE,7,100487615
RNF26,11,119205237
CHCHD1,10,75541805
DHX57,2,39024871
DNAJB6,7,157128075
C1QTNF5,11,119209652
WBP2NL,22,42394729
HMHA1,19,1065922
SEP15,1,87328132
C12orf73,12,104343980
GOLGA8F,HSCHR15_1_CTG4,28623776
LANCL1,2,211295973
AC121757.1,12,52709128
TCEAL3,X,102862379
PSMB9,HSCHR6_MHC_MANN,32965712
KRT85,12,52753790
WDR64,1,241815580
AC004817.1,14,71683031
CEP85L,6,118781935
G6PC2,HSCHR2_1_CTG12,169774739
MFRP,11,119209652
OPHN1,X,67262186
VMP1,17,57784553
HS2ST1,1,87380331
GOLGA8G,HSCHR15_1_CTG4,28776381
NAGA,22,42454358
TAP1,HSCHR6_MHC_MANN,32966785
NDUFS4,5,52856463
PITPNM3,17,6354584
MFRP,11,119209652
COMMD4,15,75628232
RBL2,16,53467889
CHD7,8,61591337
RP5-1052I5.2,1,87458692
AC112721.1,2,238330063
PLEKHB1,11,73357223
ABCB11,HSCHR2_1_CTG12,169796437
LMO4,1,87794151
FAM109B,22,42470255
RP11-536P16.2,HSCHR15_1_CTG4,28577376
PLCG2,16,81772702
XRCC6BP1,12,58335324
ATF6B,6,32065953
RP11-536P16.3,HSCHR15_1_CTG4,28594196
TEKT5,16,10721358
ARL15,5,53179775
RP11-536P16.4,HSCHR15_1_CTG4,28606968
Metazoa_SRP,HSCHR15_1_CTG4,28632285
AC138747.1,HSCHR15_1_CTG4,28633480
AC117395.1,3,149689066
RP11-536P16.5,HSCHR15_1_CTG4,28647912
AC138747.2,HSCHR15_1_CTG4,28682937
SMDT1,22,42475695
RP11-147B8.1,HSCHR15_1_CTG4,28711609
RP11-147B8.2,HSCHR15_1_CTG4,28730092
SLC44A4,HSCHR6_MHC_DBB,31813158
EXO1,1,242011269
USP2,11,119225925
CHRNA2,8,27317279
SIPA1L1,14,71787166
TNIP1,5,150409506
TSC22D2,3,150126122
MRPS18B,6,30585486
DDX55,12,124086624
NUBP1,16,10837643
CACNA1C,12,2079952
HLA-DMB,HSCHR6_MHC_MANN,33056220
RP11-362K2.2,12,58937907
OXR1,8,107282473
FLOT1,HSCHR6_MHC_MCF,30773972
PSMB5,14,23485752
SLAIN2,4,48343339
C12orf55,12,96883349
C19orf43,19,12841454
HSPB3,5,53751445
AC099344.1,2,11603927
MAP1LC3C,1,242158792
CUL4A,13,113862552
YIPF6,X,67718165
SNX18,5,53813589
CD44,11,35160417
TTC7B,14,91006932
ZSWIM8,10,75545340
ASNA1,19,12847953
ERRFI1,1,8064464
RP11-45H22.3,5,54252063
TCEAL1,X,102883632
TSPAN13,7,16793160
ESM1,5,54273692
NDUFA6,22,42481529
AC073333.1,7,16828866
PLD5,1,242246288
MARK3,14,103851729
AGTPBP1,9,88161455
TVP23A,16,10854776
MLPH,2,238394071
PKN2,1,89149905
SLC45A1,1,8377886
CSNK1D,17,80196899
MIR4509-3,HSCHR15_1_CTG4,28747518
GUCY2C,12,14765576
ABCB10P4,HSCHR15_1_CTG4,28763390
AC138749.2,HSCHR15_1_CTG4,28779951
Metazoa_SRP,HSCHR15_1_CTG4,28780919
AGR2,7,16831435
HLA-C,HSCHR6_MHC_SSTO,31229147
RP11-578F21.1,HSCHR15_1_CTG4,28846258
AKTIP,16,53524952
NECAB3,20,32244893
GREB1,2,11674242
EVC,4,5712924
POLR2E,19,1086594
NFKBID,19,36378555
KRT17,17,39775689
MUC3A,7,100547187
LAMP1,13,113951556
CYP2D6,22,42522501
MORF4L2,X,102930424
SPCS1,3,52738971
PSMB11,14,23511376
SPACA1,6,88757507
GRTP1,13,113978505
KDM3A,2,86667770
FAM135A,6,71122644
HCST,19,36393382
BEST2,19,12862516
TWF1,12,44187526
ADPRHL1,13,114076260
CDH24,14,23516271
CNR1,6,88849583
CIITA,16,10971055
RERE,1,8412457
ADCY2,5,7396321
GTF2B,1,89318615
HLA-DMA,HSCHR6_MHC_MANN,33070204
SLC10A4,4,48485360
NEK4,3,52744800
ZAR1,4,48492269
TYROBP,19,36395303
KRT84,12,52771596
ATAT1,6,30594619
DES,2,220283099
DCUN1D2,13,114110134
CEP170,1,243287730
SLC38A11,2,165752696
EPHX2,8,27348296
CDRT15,17,14138990
LRIG3,12,59265931
GABRR3,3,97705517
NAA35,9,88556061
SDR42E1,16,82031221
AGR3,7,16899029
ZNF346,5,176449697
GPR112,X,135383122
KRT82,12,52787715
DDR1,HSCHR6_MHC_MCF,30927312
MUC3A,7,100547257
LRRTM3,10,68685764
HOOK2,19,12873817
CTD-2545M3.6,19,50919056
HS3ST3B1,17,14204400
JUP,17,39775692
NRN1,6,5998232
KRTAP16-1,HSCHR17_1_CTG4,39463952
FKBPL,6,32096484
HSD17B2,16,82068609
TMCO3,13,114145310
AC012493.2,2,100986705
DNAJC12,10,69556427
BRS3,X,135570046
GPX4,19,1103936
HIST4H4,12,14920933
CCBL2,1,89401456
SPIB,19,50922195
NEIL1,15,75639296
PRRT1,6,32116136
PMP22,17,15133095
PLN,6,118869461
BAI2,1,32192718
CKS1B,1,154947129
CYP2D7P,22,42536214
LRFN3,19,36426260
HTATSF1,X,135579238
BRD2,HSCHR6_MHC_MANN,33090267
CHST10,2,101008327
MUC12,7,100612904
RNGTT,6,89319985
GOLM1,9,88641061
MCM9,6,119134605
MPHOSPH6,16,82181403
RAB6A,11,73386683
MYBPC2,19,50936160
AC092782.1,1,243388058
TFDP1,13,114239013
KRT75,12,52817854
TUBD1,17,57936851
TCF20,22,42556019
CDK14,7,90095738
SDHAF1,19,36486090
OR5AC1,3,97783316
AC003101.1,17,29898161
OR5AC2,3,97806017
CRMP1,4,5749811
OR5H1,3,97851542
OR5H14,3,97868170
RBMXL1,1,89445139
COPRS,17,30178883
OR5H15,3,97887544
ATP4B,13,114303119
SYNE4,19,36494209
OR5H6,3,97983088
F13A1,6,6144318
FAM71E1,19,50970042
OR5H2,3,98001732
SBNO2,19,1107636
COL4A3BP,5,74664311
ZNF800,7,126986844
SDCCAG8,1,243419320
C9orf153,9,88835180
OR5H8P,3,98030757
OR5K4,3,98072698
GRK1,13,114321470
KRTAP17-1,HSCHR17_1_CTG4,39471169
GTF2H4,HSCHR6_MHC_MCF,30954519
OR5K3,3,98109510
OR5K1,3,98188324
KRT33A,HSCHR17_1_CTG4,39502344
SERP1,3,150259781
HLA-B,HSCHR6_MHC_SSTO,31314550
KRT33B,HSCHR17_1_CTG4,39519746
RPGRIP1L,16,53631595
ISCA1,9,88879461
SIRT1,10,69644427
TMEM255B,13,114462216
GABBR1,HSCHR6_MHC_COX,29519995
RP1-18F17.1,HSCHR17_1_CTG4,39533917
FRYL,4,48499378
AC004231.7,HSCHR17_1_CTG4,39541224
KRT6B,12,52840435
H2AFJ,12,14927270
EMC10,19,50979657
GBP3,1,89472349
ACIN1,14,23527773
ENO1,1,8921061
FGFR4,5,176513887
STARD8,X,67867508
KRT6C,12,52862300
NEDD1,12,97301001
UTP6,17,30187923
WBP11,12,14939410
AXIN2,17,63524681
THY1,11,119288090
CDH13,16,82660408
KIAA0753,17,6481468
EIF2B1,12,124104953
MICA,HSCHR6_MHC_SSTO,31360501
MAN2C1,15,75648133
NFAM1,22,42776416
SNORA75,12,9439269
CPS1,2,211342406
RP11-22B23.2,12,9466998
RP13-735L24.1,12,9520060
PTPLB,3,123209667
RP11-599J14.2,12,9550951
JOSD2,19,51009255
GAS6,13,114523522
JUNB,19,12902310
DEXI,16,11022748
AKT3,1,243651535
C4orf50,4,5958845
RRP7A,22,42905974
HLA-DOA,HSCHR6_MHC_MANN,33125750
FLAD1,1,154955814
DDX12P,12,9570309
EFNB1,X,68048840
PVRL1,11,119494120
FTO,16,53737875
ASPDH,19,51014857
SPEG,2,220299568
GBP1,1,89518002
OR5K2,3,98216448
SEC14L1,17,75082798
ASF1A,6,119215384
CLEC16A,16,11038345
MICB,HSCHR6_MHC_SSTO,31455821
PPT2,6,32121218
ZCCHC6,9,88902648
ALKBH6,19,36500022
LRRC4B,19,51020149
GTF2H3,12,124118375
ZBTB18,1,244214585
ITIH1,3,52811603
PRDX2,19,12907634
AL590483.1,1,244227632
AHR,7,17338246
MORN2,2,39103103
C1orf100,1,244515937
SERHL2,22,42949623
CTD-2535L24.2,17,63534220
RASA3,13,114747194
GBP2,1,89571815
RNASEH2A,19,12917394
SYT3,19,51124564
ADSS,1,244571796
HLA-DPA1,HSCHR6_MHC_MANN,33186489
JAKMIP1,4,6027926
RP11-324D17.1,16,54279456
PTPN13,4,87515468
RMI2,16,11343476
C20orf144,20,32250090
MRPL48,11,73498361
IRX3,16,54317216
EIF2A,3,150264465
GBP7,1,89597434
ACTL10,20,32254304
BX005439.2,HSCHR6_MHC_SSTO,31474452
MCCD1,HSCHR6_MHC_SSTO,31486441
TRIM29,11,119981983
CLVS1,8,61969717
E2F1,20,32263489
HSBP1,16,83841448
DASS-161H22.6,HSCHR6_MHC_SSTO,31487943
ARHGEF33,2,39117021
KRT31,HSCHR17_1_CTG4,39557276
GBP4,1,89646831
STK11,19,1189406
KRT37,HSCHR17_1_CTG4,39584330
TBC1D3P7,HSCHR17_1_CTG4,39479679
AC003958.6,HSCHR17_1_CTG4,39490884
PXMP4,20,32294512
FAM184A,6,119280928
AC003958.2,HSCHR17_1_CTG4,39565993
SNX13,7,17830385
AC003958.1,HSCHR17_1_CTG4,39570089
MLYCD,16,83932731
CEP112,17,63631656
AL079342.1,6,89674246
C12orf60,12,14956506
SLC1A2,11,35272753
CAMK2N2,3,183977001
PNRC1,6,89790470
RP11-505K9.4,16,83941738
SMCO3,12,14957584
RTBDN,19,12936292
COA4,11,73583712
SOCS1,16,11348262
ART4,12,14978503
GAS1,9,89559279
SRSF12,6,89805678
CLDND1,3,98216756
C1orf101,1,244617679
TNP2,16,11361605
C9orf170,9,89763559
PRM3,16,11367144
LENEP,1,154966062
LCOR,10,98592017
PRM2,16,11369496
PM20D2,6,89855769
CLIP3,19,36505562
MYLK,3,123328896
ZNF341,20,32319463
GBP5,1,89724633
PRM1,16,11374693
C19orf81,19,51152702
GZMK,5,54320081
IRX5,16,54964774
NTSR2,2,11798304
HLA-DPB1,HSCHR6_MHC_MANN,33197846
RPL10L,14,47120222
GABRR1,6,89887220
CDC16,13,115000362
GZMA,5,54398476
NMS,2,101086944
SCN3A,2,165944032
IRX6,16,55357672
PRLH,2,238475217
ZBTB7B,1,154975127
PDCL3,2,101179152
DESI2,1,244816237
CTD-3088G3.8,16,11453702
PSMD2,3,184016497
EOMES,3,27757440
GBP6,1,89829617
OSGIN1,16,83981887
LY86,6,6588341
COX20,1,244998624
RAB17,2,238482965
MDGA2,14,47308826
C14orf119,14,23563974
TBC1D3B,HG75_PATCH,34493132
PAAF1,11,73587744
SHANK1,19,51165084
SPOCD1,1,32256023
PRPS1L1,7,18066405
ABRA,8,107771711
HERC4,10,69681665
C19orf26,19,1228286
CDC20B,5,54408799
CLU,8,27454434
DAPK1,9,90112143
VARS2,HSCHR6_MHC_MCF,30954577
NECAB2,16,84002237
LRRC8B,1,89990395
AC104667.3,2,238499663
LPIN1,2,11817721
UPF3A,13,115047059
NACAD,7,45120037
NPAS2,2,101436614
SIN3A,15,75661720
ANGPT1,8,108261721
ATP5D,19,1241749
MUC17,7,100663353
LRRC8C,1,90098631
RGS6,14,72399156
RP11-451M19.3,10,111701029
THAP8,19,36525887
HNRNPU,1,245014468
RP11-302M6.4,1,90098699
GCC1,7,127220672
MMP2,16,55423612
AP000679.2,11,120039685
ANXA6,5,150480273
CHAMP1,13,115079988
DCST2,1,154990996
C10orf12,10,98741041
OAF,11,120081475
CA6,1,9005926
ZNF962P,13,19041312
SLC38A8,16,84043272
KLF6,10,3818188
BNIP3P7,13,19066044
LRRFIP1,2,238536219
LINC00349,13,19114637
LONRF2P2,13,19183272
AC006372.1,7,157318477
LINC00388,13,19184438
PAMR1,11,35453370
TMEM117,12,44229770
LRRC8D,1,90286573
FEM1AP4,13,19239375
EHMT2,HSCHR6_MHC_DBB,31829721
LINC00387,13,19246967
TEKT3,17,15207128
TERF1P5,13,19254634
TBRG4,7,45139699
VGLL1,X,135614311
FAM207BP,13,19271143
LINC00418,13,19292907
GXYLT1P1,13,19298555
SLC2A7,1,9063359
LITAF,16,11641853
CNN2P12,13,19300846
POU2F3,11,120107349
C5orf49,5,7830491
ZNF965P,13,19308220
CYP4F34P,13,19315870
SNX18P26,13,19381419
EIF1,17,39845137
LINC00328-2P,13,19383970
ADD3,10,111756126
PJA1,X,68380694
ANKRD20A9P,13,19390858
DDX39B,HSCHR6_MHC_SSTO,31487943
ARHGAP19-SLIT1,10,98757795
RHOT1P3,13,19411908
RP11-38M15.11,13,19433967
RNU6-55P,13,19443325
KRT6A,12,52880958
RNU6-76P,13,19454194
CHMP4B,20,32399110
MGP,12,15034115
SNX19P2,13,19466400
ASPH,8,62413116
LINC00408,13,19479579
RP11-442J17.3,13,19496029
PHF2P2,13,19520895
FAM155B,X,68725084
RSPO2,8,108911544
AC019171.1,2,39186764
CLEC11A,19,51226586
ZNF326,1,90460671
RP11-156E8.1,1,245132652
WDR62,19,36545783
ERP27,12,15066969
LINC00442,13,19582399
TMEM136,11,120195838
RPS6KA5,14,91336799
MIDN,19,1248552
USP24P1,13,19589627
GPR32,19,51273721
GTF2IP3,13,19600138
CTSL,9,90340434
SLC2A5,1,9095166
ACPT,19,51293672
RP11-301J16.7,13,19601977
RPS29,14,50043390
RNA5SP24,13,19662627
CENPIP1,13,19700539
CD40LG,X,135730352
EDA,X,68835911
RNU6-52P,13,19717122
RP11-408E5.6,13,19725694
ARF5,7,127228399
SMPD4P2,13,19726707
MTRR,5,7851299
FJX1,11,35639735
PSPC1P1,13,19775777
ARHGDIB,12,15094951
RP11-408E5.5,13,19836937
EFCAB2,1,245133007
TRIM44,11,35684353
BARHL2,1,91177096
ANKRD26P3,13,19864733
RALY,20,32581452
MAST1,19,12944765
MRPL3P1,13,19878733
LINC00421,13,19919189
PARP4P2,13,19923277
PTP4A2,1,32372022
FAM58DP,13,19956348
RP11-385E5.5,13,19982182
SLC25A15P2,13,19985371
CYCSP32,13,20032538
MZT2B,2,130939310
TRIM56,7,100728720
DOC2B,17,5810
MRPS31P2,13,20126711
ESRRAP1,13,20134153
CASC4P1,13,20137729
PTPRN2,7,157331750
C19orf48,19,51300961
LINC00350,13,20161258
PURA,5,139487362
AL354808.1,13,20247071
POLDIP3,22,42979727
RP11-523H24.3,13,20248764
AC132872.2,17,80214131
RN7SL166P,13,20311117
FZD1,7,90893783
WFS1,4,6271576
RPS6KB1,17,57970447
ST6GALNAC4P1,13,20392261
SOS1,2,39208537
IGIP,5,139505521
RP11-61K9.2,13,20415967
snoU13,13,20449327
AL591925.1,13,20504944
KRR1P1,13,20644390
ARHGEF6,X,135747706
LINC01072,13,20676840
DNAJB13,11,73661364
CYSTM1,5,139554227
PPIAP28,13,20753117
LINC00556,13,20755670
HDAC9,7,18126572
MIR4499,13,21007917
CD7,17,80272744
SLC35E1P1,13,21181407
RNU2-7P,13,21186300
AL161772.1,13,21277842
DNASE2,19,12986025
AL512652.1,13,21286570
MBTPS1,16,84087368
GPX8,5,54455946
CCL3L3,HG75_PATCH,34522245
ZNF644,1,91380859
RANP8,13,21321174
LEPREL1,3,189674517
KRT5,12,52908359
LDLRAD3,11,35965531
NSD1,5,176560026
CNOT4P1,13,21495803
PFDN1,5,139624624
HNRNPA1P30,13,21512703
KIF26B,1,245318287
SCARA3,8,27491385
SETD2,3,47057919
TUBA3E,2,130949318
CCL4L1,HG75_PATCH,34538284
EIF2S2,20,32676104
DCST1,1,155006300
PPIAP27,13,21530318
RPSAP54,13,21535449
snoU13,13,21543457
RNU6-51P,13,21573506
LATS2-AS1,13,21579296
UCP2,11,73685712
CDRT4,17,15339332
COMMD9,11,36295051
RNU4-9P,13,21612668
RP11-272B17.2,12,59917059
RPS12P23,13,21668457
MCIDAS,5,54515442
IPPKP1,13,21677142
LPCAT2,16,55542910
SNORD27,13,21714025
RN7SL80P,13,21716330
AWAT2,X,69260392
RP11-101P17.14,13,21790694
TBC1D3,HG75_PATCH,34581015
LINC01046,13,21808707
SECTM1,17,80278900
C6orf57,6,71276620
ESRRAP2,13,21834154
TVP23C-CDRT4,17,15339338
SPATA31E1,9,90497741
GMPPA,2,220363589
RPH3AL,17,62293
RP11-101P17.11,13,21861545
CR847849.1,HSCHR6_MHC_MANN,33199096
PTPN9,15,75759462
MIPEPP3,13,21872278
KLK1,19,51322404
TBC1D3G,HG75_PATCH,34651203
CHMP3,2,86730554
CCDC115,2,131095814
HBEGF,5,139712428
LINC00422,13,21877654
HSDL1,16,84155886
GLRA4,X,102962152
RP11-181C3.1,12,98879322
GRK6P1,13,21893231
KLF1,19,12995237
AC126327.5,HG75_PATCH,34704907
GPR157,1,9160364
ASIP,20,32782375
EIF3E,8,109213445
RREB1,6,7107830
ARHGEF12,11,120207787
GAPDHP52,13,21932512
CCNO,5,54526980
SLC16A7,12,59989848
MAN1A1,6,119498374
SMYD3,1,245912642
TMEM31,X,102965837
PPP2R2C,4,6322305
TVP23C,17,15341205
PPT2-EGFL8,6,32121622
RNF103-CHMP3,2,86732791
NELL2,12,44902058
AL139099.1,14,50064193
H6PD,1,9294834
CDK20,9,90581356
RNA5SP25,13,21943929
OVOL3,19,36602104
ZDHHC20-IT1,13,21951116
AHCY,20,32868074
HIST1H2BPS3,13,22057973
snoU13,13,22101939
FNTAP2,13,22104829
RNU6-59P,13,22125443
PRR5L,11,36317838
RPS7P10,13,22202552
RN7SL766P,13,22364676
LRR1,14,50065415
SPSB1,1,9352939
LINC00424,13,22446909
SMAP1,6,71377479
POLR2I,19,36604612
NME1P1,13,22673302
MTND3P1,13,22687258
MTERF,7,91321323
FTH1P7,13,23270162
TCTN2,12,124155660
DDX39AP1,13,23278878
AKR1E2,10,4828821
SNORD36,13,23377284
RPL7AP73,13,23377435
SLC25A33,1,9599541
IPMKP1,13,23411165
RFESDP1,13,23424240
AC055736.1,12,52922915
RP11-363G2.4,13,23425912
GCDH,19,13001840
AL162853.1,13,23453264
RP11-574K11.31,10,75556272
LINC00621,13,23468795
GABRR2,6,89966927
KRT71,12,52937693
BASP1P1,13,23471480
CYB5R3,22,43013846
NUS1P2,13,23489790
PDE6H,12,15125956
RP11-124N19.3,13,23492730
SNORA75,12,9597654
EMC2,8,109455830
PLP1,X,103028647
SUZ12,17,30264037
RPL36AL,14,50085237
TFB2M,1,246703862
UCP3,11,73711326
KRT74,12,52959566
UBE2J1,6,90036344
MGAT2,14,50087489
RERG,12,15260717
DNAAF1,16,84178865
NDST2,10,75561669
CEBPE,14,23586513
DNAAF2,14,50091892
SPIN1,9,91003334
SNUPN,15,75890424
FSCN3,7,127231463
SLIT1,10,98757795
CIRBP,19,1259384
TBC1D32,6,121400640
RNF103,2,86830516
KLK15,19,51328545
CCDC25,8,27590835
CNST,1,246729746
RAMP3,7,45197390
RRAGD,6,90074355
HFM1,1,91726323
SERPINE1,7,100770370
CAPNS2,16,55600584
AL136115.1,1,32379174
NXNL2,9,91150016
TMEM201,1,9648932
TDG,12,104359582
RMND5A,2,86947296
RBMX,X,135930163
RP11-726G1.1,12,9620148
C9orf47,9,91605778
RP11-525E9.1,12,9658943
KRT72,12,52979373
TBCB,19,36605191
SLC4A9,5,139739787
KHDRBS1,1,32479430
AC006432.1,12,9699564
RNU6-700P,12,9776718
SLC7A8,14,23594504
AP1S1,7,100797678
SCCPDH,1,246887349
TMPO,12,98909290
RP11-705C15.2,12,9787188
S1PR3,9,91606362
RP11-178C3.1,17,58018269
GOT2P3,12,9794398
RP11-705C15.5,12,9795468
POLE2,14,50110273
RP11-705C15.4,12,9799610
KLK3,19,51358171
CDRT1,17,15468797
TXNDC17,17,6544078
ITCH,20,32951041
SHC3,9,91628060
POLK,5,74807581
LRRC37B,17,30334891
APOH,17,64208151
RNFT1,17,58029601
SFTA2,HSCHR6_MHC_MCF,30977672
TMEM74,8,109619079
CDRT1,17,15468798
OTUD6A,X,69282341
SLC6A2,16,55689516
TRHR,8,110098850
RAB24,5,176728199
B3GAT2,6,71566382
IGBP1,X,69353299
DPCR1,HSCHR6_MHC_MCF,30987293
RP11-705C15.3,12,9811163
RP11-75L1.2,12,9847980
